,Department,Difficulty,Hot,Number_Ratings,Score,Tag,Take_Again,pk_id
1324,Sociology,3.0,0,3,3.8,,N/A,1816327
1325,Writing,3.0,1,3,4.8,,N/A,1819829
1326,Psychology,1.3,0,3,4.2,,N/A,1824304
1327,History,3.3,1,3,4.7,Amazing lectures,N/A,1826298
1328,Mathematics,3.3,0,3,3.5,LOTS OF HOMEWORK,N/A,1826692
1329,Psychology,1.7,0,3,3.7,Caring,N/A,1827469
1330,Political,3.0,0,3,3.5,Skip class You wont pass,N/A,1840721
1331,English,1.7,0,3,4.0,EXTRA CREDIT,N/A,1844671
1332,Biology,2.3,1,3,4.7,Get ready to read,N/A,1847212
1333,Mathematics,3.3,1,3,4.8,,N/A,1850112
1334,Psychology,1.3,1,3,4.5,Participation matters,N/A,1864753
1335,Business,1.3,0,3,4.7,Skip class You wont pass,N/A,1868391
1336,Writing,3.0,0,3,4.8,Caring,N/A,1871002
1337,Computer,3.3,0,3,4.7,Participation matters,N/A,1887634
1338,Management,3.0,0,3,4.3,Get ready to read,N/A,1892001
1339,Business,2.3,1,3,5.0,,N/A,1892426
1340,Health,1.7,1,3,5.0,Gives good feedback,N/A,1892769
1341,Psychology,2.0,0,3,4.7,Tough Grader,N/A,1898360
1342,Anthropology,3.0,0,3,2.8,Get ready to read,N/A,1904247
1343,Art,3.3,1,3,3.8,Participation matters,N/A,1907634
1344,Writing,2.3,0,3,2.4,Gives good feedback,N/A,1911654
1345,Communication,3.0,0,3,4.8,Gives good feedback,N/A,1914546
1346,Mathematics,3.7,0,3,2.7,Tough Grader,N/A,1920083
1347,Anthropology,2.7,1,3,2.7,LECTURE HEAVY,N/A,1932272
1348,Management,2.7,0,3,4.8,Gives good feedback,N/A,1941419
1349,Mathematics,3.7,0,3,2.5,LOTS OF HOMEWORK,N/A,1944201
1350,Political,1.7,0,3,4.5,Gives good feedback,N/A,1944560
1351,Communication,3.3,0,3,3.0,Caring,N/A,1952528
1352,Communication,2.7,0,3,2.7,Skip class You wont pass,N/A,1953051
1353,Languages,2.0,0,3,4.8,Gives good feedback,N/A,1963510
1354,Communication,1.0,0,3,4.8,Respected,N/A,1968651
1355,Anthropology,2.3,0,3,3.9,Skip class You wont pass,N/A,1969229
1356,Sociology,3.0,0,3,4.2,Participation matters,N/A,1969450
1357,Economics,3.3,0,3,3.5,Tough Grader,N/A,1970964
1358,Philosophy,3.0,1,3,4.3,Tough Grader,N/A,1971996
1359,Business,1.3,0,3,4.8,Participation matters,N/A,1982889
1360,History,3.3,1,3,5.0,Participation matters,N/A,1986584
1361,Biology,4.3,0,3,2.3,Tough Grader,N/A,1991037
1362,Philosophy,1.3,1,3,4.7,Gives good feedback,N/A,1994294
1363,Chemistry,3.3,1,3,3.5,Tough Grader,N/A,1997529
1364,Management,2.7,0,3,3.7,Participation matters,N/A,2001194
1365,Linguistics,2.7,1,3,4.8,Amazing lectures,N/A,2003417
1366,Electrical,3.0,0,3,5.0,EXTRA CREDIT,N/A,2007326
1367,Mechanical,3.0,0,3,4.5,,N/A,2012592
1368,Communication,2.3,1,3,5.0,Gives good feedback,N/A,2016138
1369,Writing,2.7,0,3,2.5,Participation matters,N/A,2016284
1370,Economics,2.0,0,3,3.7,LOTS OF HOMEWORK,N/A,2018225
1371,Mathematics,2.7,1,3,4.7,LOTS OF HOMEWORK,N/A,2019571
1372,Health,2.7,0,3,4.3,Tough Grader,N/A,2019991
1373,Ethnic,4.0,0,3,4.0,Participation matters,N/A,2025936
1374,English,2.7,0,3,3.7,BEWARE OF POP QUIZZES,N/A,2033127
1375,Mathematics,3.3,0,3,3.5,Tough Grader,N/A,2033405
1376,Select,2.3,0,3,3.3,Skip class You wont pass,N/A,2045308
1377,Music,4.3,0,3,2.5,Gives good feedback,N/A,2047179
1378,English,2.7,0,3,1.4,SO MANY PAPERS,N/A,2051220
1379,Psychology,4.7,0,3,2.0,Skip class You wont pass,N/A,2052940
1380,Mathematics,2.7,0,3,3.4,Participation matters,N/A,2060465
1381,Ethnic,4.0,1,3,4.3,Tough Grader,N/A,2060978
1382,Mathematics,5.0,0,3,1.0,LOTS OF HOMEWORK,N/A,2061403
1383,Occupational,5.0,0,3,1.0,Tough Grader,N/A,2067996
1384,Exercise,1.7,0,3,4.7,Tough Grader,N/A,2069741
1385,Family,2.7,1,3,4.2,Gives good feedback,N/A,2074479
1386,Exercise,1.3,1,3,4.3,Caring,N/A,2080017
1387,Art,2.7,1,3,4.2,Gives good feedback,N/A,2081270
1388,Economics,2.0,0,3,2.2,LECTURE HEAVY,N/A,2082044
1389,Sociology,1.7,0,3,4.3,ACCESSIBLE OUTSIDE CLASS,N/A,2082610
1390,Physical,1.3,0,3,3.6,GROUP PROJECTS,N/A,2093678
1391,Business,4.0,1,3,4.8,Get ready to read,N/A,2094707
1392,Writing,3.7,0,3,3.0,Participation matters,N/A,2098672
1393,Mathematics,3.7,1,3,4.7,Caring,N/A,2099806
1394,Music,3.0,0,3,2.5,Get ready to read,N/A,2102027
1395,Psychology,2.3,1,3,4.0,Clear grading criteria,N/A,2124168
1396,Film,2.0,1,3,4.5,Gives good feedback,N/A,2125838
1397,Marketing,3.3,0,3,4.5,GROUP PROJECTS,N/A,2134038
1398,Anthropology,3.3,0,3,2.1,Get ready to read,N/A,2134177
1399,Business,2.3,0,3,5.0,Gives good feedback,N/A,2134380
1400,Chemical,3.3,1,3,4.3,GROUP PROJECTS,N/A,2140656
1401,Dance,3.3,1,3,4.5,Inspirational,N/A,2143977
1402,Writing,3.7,0,3,3.5,SO MANY PAPERS,N/A,2145250
1403,Computer,4.3,0,3,4.7,Skip class You wont pass,N/A,2146023
1404,Communication,3.3,1,3,4.0,Tough Grader,N/A,2155330
1405,Economics,3.0,0,3,3.3,Participation matters,N/A,2155615
1406,Communication,2.3,1,3,4.7,Caring,N/A,2164149
1407,Art,3.3,0,3,1.3,Get ready to read,N/A,2170977
1408,Mathematics,2.0,0,3,2.3,LOTS OF HOMEWORK,N/A,2173430
1409,Biology,4.7,0,3,1.0,LECTURE HEAVY,N/A,2174402
1410,Accounting,3.3,1,3,4.7,Skip class You wont pass,N/A,2181819
1411,Writing,2.3,1,3,5.0,Gives good feedback,N/A,2193249
1412,Health,3.3,0,3,4.0,Tough Grader,N/A,2198707
1413,Communication,3.7,1,3,5.0,Get ready to read,N/A,2198965
1414,Marketing,2.7,0,3,4.7,Respected,N/A,2199195
1415,Management,4.3,1,3,3.7,Tough Grader,N/A,2216875
1416,Social,1.0,0,3,3.3,Caring,N/A,1968030
1417,Geology,3.7,0,3,3.4,Skip class You wont pass,N/A,1549191
1418,Biochemistry,3.0,0,3,2.3,LECTURE HEAVY,N/A,2080051
1419,Geography,3.7,1,3,4.3,Gives good feedback,N/A,2211010
1420,Physics,3.0,0,3,3.7,Participation matters,N/A,1567739
1421,Law,4.7,0,3,2.9,Tough Grader,N/A,1452981
1422,Biochemistry,4.3,0,3,1.5,LOTS OF HOMEWORK,N/A,2073565
1423,Social,4.0,0,2,3.0,,N/A,52254
1424,Medicine,4.0,1,2,4.0,,N/A,219659
1425,Chemistry,5.0,1,2,2.0,,N/A,240609
1426,Architecture,4.0,0,2,5.0,,N/A,261072
1427,Languages,3.0,0,2,3.5,,N/A,261136
1428,Education,3.0,1,2,5.0,,N/A,261341
1429,History,3.5,1,2,3.5,,N/A,261665
1430,Mathematics,3.0,1,2,3.8,,N/A,263989
1431,Physics,3.5,0,2,2.5,,N/A,264173
1432,Mathematics,3.5,0,2,4.0,,N/A,271074
1433,Writing,4.0,0,2,3.5,,N/A,284776
1434,Management,3.0,0,2,1.0,,N/A,346604
1435,Languages,2.5,0,2,3.5,,N/A,368243
1436,Political,3.0,0,2,3.3,,N/A,381463
1437,History,4.0,0,2,3.5,,N/A,450296
1438,Biology,3.5,0,2,3.3,,N/A,466170
1439,Health,1.5,0,2,5.0,,N/A,545093
1440,Biology,4.0,0,2,4.0,Get ready to read,N/A,631538
1441,Sociology,2.5,0,2,4.8,,N/A,638087
1442,Music,2.0,1,2,5.0,,N/A,642010
1443,English,3.0,1,2,5.0,Inspirational,N/A,646026
1444,Languages,3.0,1,2,5.0,,N/A,650967
1445,Mathematics,3.0,0,2,4.0,,N/A,666488
1446,Engineering,4.5,0,2,5.0,,N/A,670294
1447,Physics,4.5,0,2,3.0,,N/A,672511
1448,Anthropology,1.5,1,2,5.0,,N/A,678582
1449,Communication,3.5,1,2,4.3,,N/A,681862
1450,Psychology,1.5,0,2,5.0,Caring,N/A,689078
1451,Social,2.5,0,2,2.8,,N/A,689114
1452,Biology,3.0,1,2,4.8,,N/A,691794
1453,Mathematics,3.5,0,2,3.5,,N/A,692690
1454,Ethnic,2.5,0,2,3.8,,N/A,706187
1455,English,3.0,1,2,3.8,,N/A,708270
1456,Literature,3.0,0,2,5.0,,N/A,710548
1457,Education,1.0,0,2,3.0,,N/A,716889
1458,English,4.5,0,2,1.3,,N/A,722120
1459,Engineering,4.0,0,2,4.5,,N/A,724419
1460,Engineering,4.0,0,2,4.3,,N/A,724422
1461,Mathematics,3.0,0,2,2.8,,N/A,733712
1462,Ethnic,3.5,0,2,5.0,,N/A,737052
1463,Health,3.5,0,2,1.0,,N/A,739770
1464,Languages,2.0,0,2,4.8,,N/A,741952
1465,Ethnic,4.0,0,2,3.5,,N/A,744265
1466,Languages,4.0,0,2,4.3,,N/A,748006
1467,History,2.5,1,2,4.5,,N/A,759231
1468,English,2.0,1,2,5.0,,N/A,759369
1469,Educational,2.0,0,2,4.5,,N/A,780370
1470,Languages,2.0,0,2,5.0,,N/A,791311
1471,Computer,2.5,0,2,5.0,,N/A,795547
1472,Psychology,2.0,1,2,5.0,,N/A,812014
1473,Mathematics,3.5,1,2,4.8,,N/A,812550
1474,Psychology,3.0,0,2,4.0,,N/A,825782
1475,Dance,4.0,0,2,5.0,,N/A,830087
1476,Dance,1.0,0,2,2.8,,N/A,830092
1477,Dance,4.0,0,2,1.8,,N/A,830093
1478,English,3.0,0,2,4.3,,N/A,831062
1479,Dance,2.0,0,2,2.3,,N/A,843536
1480,Humanities,4.0,0,2,3.3,,N/A,859247
1481,Educational,1.5,1,2,5.0,,N/A,884094
1482,Communication,3.5,1,2,5.0,,N/A,888392
1483,Writing,2.5,1,2,4.8,,N/A,889930
1484,Economics,3.5,1,2,3.3,,N/A,898933
1485,Biology,5.0,0,2,1.5,,N/A,903110
1486,Mathematics,3.0,0,2,3.0,,N/A,912236
1487,Park,3.0,0,2,3.0,,N/A,916672
1488,Mathematics,2.0,1,2,5.0,,N/A,920302
1489,Economics,2.5,0,2,4.0,,N/A,925840
1490,Accounting,3.5,0,2,1.8,,N/A,940485
1491,Statistics,3.0,0,2,1.5,,N/A,950867
1492,Music,4.0,0,2,2.8,,N/A,954370
1493,Humanities,2.5,0,2,3.0,,N/A,972634
1494,Languages,3.5,0,2,3.0,,N/A,976576
1495,Meteorology,1.5,0,2,4.5,,N/A,976929
1496,Theater,1.0,1,2,5.0,,N/A,979212
1497,Mathematics,3.0,0,2,3.5,,N/A,980210
1498,Social,3.0,1,2,5.0,,N/A,982112
1499,Social,2.5,0,2,2.5,LECTURE HEAVY,N/A,982119
1500,Communication,2.5,1,2,4.8,Participation matters,N/A,990607
1501,Philosophy,3.0,0,2,3.8,,N/A,995152
1502,Art,4.0,0,2,3.8,Gives good feedback,N/A,1008606
1503,Economics,2.5,0,2,4.8,,N/A,1041014
1504,Mathematics,2.0,0,2,5.0,,N/A,1051178
1505,Family,3.0,0,2,3.0,,N/A,1054816
1506,Exercise,1.0,1,2,5.0,,N/A,1068505
1507,Writing,2.0,1,2,4.0,,N/A,1069298
1508,Writing,1.5,1,2,3.8,,N/A,1107375
1509,Geography,1.5,1,2,4.3,,N/A,1112194
1510,Mathematics,2.0,0,2,4.8,,N/A,1119244
1511,History,4.0,1,2,3.0,,N/A,1134144
1512,Finance,1.5,0,2,3.0,,N/A,1139826
1513,Mathematics,4.5,0,2,2.5,,N/A,1150776
1514,Mathematics,4.5,0,2,5.0,,N/A,1153512
1515,Languages,2.5,1,2,4.0,,N/A,1156004
1516,Geography,2.5,0,2,4.5,,N/A,1176121
1517,Social,1.0,0,2,4.0,,N/A,1182154
1518,Social,2.0,0,2,4.8,,N/A,1196393
1519,Social,2.5,0,2,3.8,,N/A,1196396
1520,Writing,2.0,1,2,4.3,,N/A,1201925
1521,Communication,1.5,1,2,4.8,,N/A,1205492
1522,Nursing,5.0,0,2,1.8,Get ready to read,N/A,1213880
1523,Architecture,4.0,0,2,3.0,Gives good feedback,N/A,1214454
1524,History,2.0,0,2,5.0,,N/A,1236247
1525,Communication,3.5,0,2,3.5,,N/A,1241807
1526,Psychology,3.5,1,2,4.5,,N/A,1260043
1527,Social,3.0,0,2,4.0,Participation matters,N/A,1270503
1528,Marketing,3.5,1,2,3.3,GROUP PROJECTS,N/A,1273691
1529,Sociology,5.0,0,2,1.5,,N/A,1277223
1530,Fine,2.5,0,2,5.0,Caring,N/A,1278565
1531,Business,2.5,1,2,4.8,,N/A,1279320
1532,History,4.5,1,2,4.5,,N/A,1294632
1533,Theater,2.0,0,2,5.0,,N/A,1299087
1534,Bioengineering,3.0,0,2,1.0,,N/A,1302109
1535,Languages,2.5,0,2,5.0,,N/A,1303567
1536,Educational,2.5,0,2,3.0,,N/A,1312854
1537,Writing,4.5,0,2,3.0,,N/A,1342434
1538,Chemistry,3.5,0,2,3.0,,N/A,1357878
1539,Educational,3.5,0,2,4.5,,N/A,1358683
1540,Mathematics,3.5,0,2,1.3,,N/A,1358766
1541,Economics,5.0,0,2,2.8,,N/A,1378905
1542,History,4.0,0,2,2.3,,N/A,1381637
1543,Philosophy,2.5,0,2,3.5,,N/A,1382715
1544,Accounting,2.5,0,2,3.0,,N/A,1386527
1545,Anthropology,2.5,1,2,2.8,,N/A,1390508
1546,Economics,2.5,0,2,2.3,,N/A,1395079
1547,Health,3.5,0,2,3.3,Tough Grader,N/A,1408126
1548,Languages,5.0,0,2,3.5,,N/A,1424748
1549,Writing,3.5,0,2,3.3,,N/A,1429901
1550,Family,2.0,0,2,4.3,,N/A,1436949
1551,Communication,1.0,1,2,5.0,,N/A,1452288
1552,Communication,4.0,0,2,4.0,,N/A,1465566
1553,Accounting,2.0,1,2,4.8,,N/A,1467834
1554,Ethnic,2.0,0,2,5.0,,N/A,1477957
1555,Mathematics,4.0,1,2,4.8,,N/A,1478396
1556,Biology,2.0,0,2,4.5,BEWARE OF POP QUIZZES,N/A,1478848
1557,Communication,4.0,0,2,2.5,,N/A,1489509
1558,Family,1.5,0,2,3.8,,N/A,1491288
1559,Art,3.5,0,2,2.8,,N/A,1501293
1560,Writing,2.5,1,2,4.8,Hilarious,N/A,1503486
1561,Education,4.5,0,2,2.8,GROUP PROJECTS,N/A,1504744
1562,Writing,3.0,0,2,2.5,,N/A,1506244
1563,Music,2.5,0,2,3.0,Skip class You wont pass,N/A,1520406
1564,Writing,3.0,1,2,3.5,,N/A,1523273
1565,Writing,3.5,0,2,2.8,,N/A,1546450
1566,Communication,2.5,0,2,4.8,Gives good feedback,N/A,1558572
1567,Education,4.5,0,2,2.3,,N/A,1560082
1568,Physics,4.0,0,2,3.0,Amazing lectures,N/A,1567750
1569,Business,3.0,0,2,4.0,LOTS OF HOMEWORK,N/A,1571677
1570,Psychology,4.5,0,2,2.3,,N/A,1586094
1571,Education,2.0,0,2,3.0,,N/A,1592514
1572,Architecture,3.5,0,2,4.3,Amazing lectures,N/A,1605365
1573,Exercise,4.5,0,2,3.0,,N/A,1616625
1574,Nursing,3.5,0,2,2.5,Gives good feedback,N/A,1620998
1575,Health,1.0,0,2,4.5,,N/A,1636073
1576,Music,1.0,0,2,5.0,Caring,N/A,1646733
1577,Communication,3.0,0,2,3.5,,N/A,1650605
1578,Health,1.5,0,2,4.8,,N/A,1661140
1579,Physics,4.0,1,2,4.5,,N/A,1666813
1580,Architecture,4.0,1,2,3.8,,N/A,1675310
1581,Languages,1.5,0,2,4.8,,N/A,1676618
1582,Mechanical,3.0,0,2,4.5,,N/A,1677225
1583,Medicine,1.5,0,2,3.3,,N/A,1678115
1584,Languages,2.5,1,2,4.3,,N/A,1678152
1585,Communication,3.5,0,2,3.8,Get ready to read,N/A,1678169
1586,Writing,4.0,0,2,4.8,,N/A,1682646
1587,Writing,4.0,0,2,3.3,,N/A,1682648
1588,Communication,1.5,0,2,3.8,,N/A,1688901
1589,Exercise,3.5,0,2,3.0,,N/A,1698738
1590,Economics,3.5,0,2,1.5,,N/A,1704366
1591,Health,3.0,1,2,4.0,,N/A,1718766
1592,Mathematics,3.0,0,2,5.0,,N/A,1718962
1593,Nursing,4.0,0,2,5.0,,N/A,1720478
1594,Nursing,4.0,0,2,5.0,,N/A,1720482
1595,Political,2.0,0,2,3.5,,N/A,1726895
1596,Computer,5.0,0,2,4.3,Skip class You wont pass,N/A,1728113
1597,Mathematics,2.5,0,2,3.0,,N/A,1731934
1598,Geology,3.5,0,2,4.5,,N/A,1737906
1599,Gerontology,1.0,0,2,4.0,,N/A,1738231
1600,Biochemistry,4.0,0,2,1.5,,N/A,1738322
1601,Communication,3.5,0,2,4.5,Get ready to read,N/A,1739513
1602,Political,4.5,0,2,2.5,,N/A,1740171
1603,Psychology,2.5,0,2,3.0,,N/A,1740755
1604,Finance,1.0,1,2,4.3,,N/A,1746181
1605,Health,2.0,1,2,3.8,Tough Grader,N/A,1754441
1606,Gender,1.5,1,2,4.8,,N/A,1759353
1607,Writing,2.5,1,2,5.0,,N/A,1779177
1608,Languages,3.0,1,2,4.8,,N/A,1783485
1609,Biology,2.0,0,2,5.0,,N/A,1786892
1610,Writing,2.0,0,2,4.3,,N/A,1791104
1611,Communication,4.5,0,2,2.5,,N/A,1794362
1612,Computer,2.5,0,2,4.5,Amazing lectures,N/A,1799826
1613,Psychology,3.0,0,2,3.3,,N/A,1806425
1614,Psychology,1.5,0,2,4.5,Clear grading criteria,N/A,1806433
1615,Writing,1.5,0,2,4.5,,N/A,1814632
1616,Philosophy,2.5,1,2,4.8,,N/A,1816280
1617,Health,2.0,0,2,4.8,Respected,N/A,1825645
1618,Educational,1.0,0,2,4.5,,N/A,1831507
1619,Languages,1.5,0,2,4.3,Hilarious,N/A,1832636
1620,History,3.5,0,2,3.0,,N/A,1843205
1621,Economics,2.5,0,2,3.8,LOTS OF HOMEWORK,N/A,1843799
1622,Languages,3.0,0,2,4.5,,N/A,1844369
1623,Linguistics,2.0,0,2,5.0,Caring,N/A,1847306
1624,Psychology,3.5,0,2,4.3,Gives good feedback,N/A,1853733
1625,Psychology,2.0,0,2,4.5,,N/A,1854795
1626,Sociology,2.0,0,2,4.3,,N/A,1869640
1627,Writing,2.0,0,2,4.3,Participation matters,N/A,1871797
1628,Business,2.0,0,2,3.0,,N/A,1880659
1629,Writing,3.0,0,2,4.8,Gives good feedback,N/A,1881429
1630,Computer,3.0,1,2,4.0,Amazing lectures,N/A,1887894
1631,Management,3.0,0,2,1.0,,N/A,1892511
1632,Art,1.5,0,2,3.5,LOTS OF HOMEWORK,N/A,1892768
1633,Mathematics,2.5,1,2,4.5,,N/A,1892853
1634,Communication,2.5,0,2,4.8,Get ready to read,N/A,1897805
1635,Education,2.0,0,2,5.0,SO MANY PAPERS,N/A,1904249
1636,Languages,1.0,0,2,4.5,,N/A,1904250
1637,Economics,2.0,0,2,5.0,Skip class You wont pass,N/A,1905218
1638,Philosophy,2.0,0,2,5.0,Clear grading criteria,N/A,1907299
1639,Linguistics,4.0,0,2,2.5,,N/A,1908940
1640,Art,2.5,0,2,5.0,Amazing lectures,N/A,1918236
1641,History,3.0,0,2,4.8,Get ready to read,N/A,1921100
1642,Psychology,2.0,0,2,4.8,Tough Grader,N/A,1922349
1643,Writing,3.0,0,2,4.5,Caring,N/A,1924481
1644,Mathematics,3.0,0,2,4.0,Caring,N/A,1924743
1645,Nursing,3.0,0,2,3.0,Tough Grader,N/A,1925162
1646,English,4.0,0,2,3.0,LOTS OF HOMEWORK,N/A,1932321
1647,Sociology,3.5,0,2,5.0,Inspirational,N/A,1937150
1648,Mathematics,2.5,0,2,4.8,Amazing lectures,N/A,1939549
1649,Mathematics,3.5,0,2,2.5,LECTURE HEAVY,N/A,1940955
1650,Sociology,1.5,0,2,5.0,EXTRA CREDIT,N/A,1943450
1651,Educational,2.0,0,2,4.3,Participation matters,N/A,1949952
1652,Humanities,2.5,0,2,5.0,Participation matters,N/A,1954155
1653,Mathematics,3.0,0,2,2.3,Participation matters,N/A,1958480
1654,Mathematics,3.0,0,2,3.0,,N/A,1968230
1655,Film,2.0,0,2,3.5,LECTURE HEAVY,N/A,1968240
1656,Ballet,2.5,1,2,3.8,Skip class You wont pass,N/A,1968675
1657,English,3.0,0,2,4.5,Participation matters,N/A,1972325
1658,Communication,2.5,0,2,4.5,Get ready to read,N/A,1972723
1659,Languages,2.5,0,2,4.5,Participation matters,N/A,1972853
1660,Languages,3.0,0,2,1.5,,N/A,1974213
1661,English,3.5,0,2,3.3,Respected,N/A,1974850
1662,Exercise,2.0,0,2,4.5,Gives good feedback,N/A,1976540
1663,Chemistry,5.0,0,2,2.5,Tough Grader,N/A,1990054
1664,Writing,4.0,0,2,4.5,Clear grading criteria,N/A,1990441
1665,Sociology,3.5,0,2,4.5,Participation matters,N/A,1994042
1666,Health,5.0,0,2,1.5,Get ready to read,N/A,2001783
1667,Economics,3.5,0,2,3.0,,N/A,2003420
1668,Political,2.0,0,2,4.3,EXTRA CREDIT,N/A,2005315
1669,Economics,2.5,0,2,2.8,LECTURE HEAVY,N/A,2005570
1670,Social,2.0,0,2,5.0,,N/A,2005713
1671,Communication,2.5,0,2,4.0,Gives good feedback,N/A,2007402
1672,English,1.0,0,2,5.0,Gives good feedback,N/A,2010829
1673,Educational,3.0,0,2,3.0,Tough Grader,N/A,2011347
1674,Computer,3.5,0,2,1.3,Tough Grader,N/A,2011842
1675,Mechanical,3.5,0,2,4.0,Tough Grader,N/A,2012595
1676,Chemical,3.5,0,2,4.0,Clear grading criteria,N/A,2013335
1677,Gender,3.5,0,2,3.0,Get ready to read,N/A,2013569
1678,Mathematics,2.5,0,2,2.5,EXTRA CREDIT,N/A,2015488
1679,Economics,2.5,0,2,3.3,Caring,N/A,2016399
1680,Law,3.5,0,2,3.3,Participation matters,N/A,2017098
1681,Geology,3.5,0,2,4.0,Tough Grader,N/A,2018232
1682,Family,5.0,0,2,1.0,Tough Grader,N/A,2027486
1683,Exercise,4.5,0,2,1.5,Tough Grader,N/A,2030360
1684,Accounting,3.0,0,2,4.5,Amazing lectures,N/A,2030733
1685,Philosophy,2.5,1,2,2.8,Clear grading criteria,N/A,2031162
1686,Mechanical,4.0,0,2,3.5,Tough Grader,N/A,2032565
1687,Psychology,1.0,0,2,4.8,Gives good feedback,N/A,2034413
1688,Art,3.0,0,2,2.3,Caring,N/A,2038863
1689,Mathematics,4.0,0,2,2.5,LOTS OF HOMEWORK,N/A,2041452
1690,Music,3.0,0,2,4.3,Get ready to read,N/A,2043493
1691,Psychology,3.0,0,2,5.0,Inspirational,N/A,2057068
1692,Behavioral,1.5,0,2,4.8,Hilarious,N/A,2057292
1693,Humanities,2.5,1,2,3.5,Get ready to read,N/A,2057471
1694,Business,4.5,0,2,2.5,LOTS OF HOMEWORK,N/A,2059718
1695,Sociology,2.5,0,2,4.3,Clear grading criteria,N/A,2061256
1696,Physical,3.5,0,2,3.8,Tough Grader,N/A,2062697
1697,Physical,1.5,0,2,4.0,Skip class You wont pass,N/A,2066514
1698,Army,1.0,0,2,5.0,Caring,N/A,2074314
1699,Education,1.5,0,2,2.3,Participation matters,N/A,2074975
1700,Mathematics,4.0,0,2,4.3,Skip class You wont pass,N/A,2075875
1701,Social,1.5,0,2,5.0,Amazing lectures,N/A,2077972
1702,Business,2.0,0,2,2.5,Clear grading criteria,N/A,2079111
1703,Mathematics,5.0,0,2,1.0,Tough Grader,N/A,2079519
1704,Communication,2.0,0,2,4.5,Participation matters,N/A,2080016
1705,Psychology,3.5,0,2,4.5,Skip class You wont pass,N/A,2080710
1706,Finance,4.0,1,2,5.0,Amazing lectures,N/A,2081605
1707,Business,2.0,0,2,3.8,Skip class You wont pass,N/A,2082793
1708,Art,3.0,1,2,4.0,Tough Grader,N/A,2083882
1709,Music,3.5,0,2,4.8,Gives good feedback,N/A,2084634
1710,Management,2.0,0,2,3.3,Get ready to read,N/A,2086970
1711,Psychology,2.5,0,2,5.0,EXTRA CREDIT,N/A,2089368
1712,Film,1.5,0,2,4.8,Gives good feedback,N/A,2089997
1713,Foods,2.0,0,2,4.3,Gives good feedback,N/A,2094068
1714,Educational,1.0,0,2,5.0,Respected,N/A,2095284
1715,Civil,5.0,0,2,1.0,BEWARE OF POP QUIZZES,N/A,2096087
1716,Languages,3.5,0,2,1.3,Get ready to read,N/A,2096164
1717,Languages,3.0,0,2,3.0,Participation matters,N/A,2097865
1718,Undergraduate,1.0,0,2,5.0,Inspirational,N/A,2097875
1719,Writing,3.5,1,2,3.3,Skip class You wont pass,N/A,2099808
1720,Mathematics,3.5,0,2,2.5,Tough Grader,N/A,2101080
1721,Writing,2.0,1,2,3.8,Participation matters,N/A,2102020
1722,Education,3.0,1,2,5.0,Gives good feedback,N/A,2109137
1723,Political,3.0,0,2,4.3,Participation matters,N/A,2110255
1724,Economics,3.0,0,2,4.3,Participation matters,N/A,2113347
1725,Computer,4.5,0,2,1.5,LOTS OF HOMEWORK,N/A,2115069
1726,Exercise,2.0,1,2,5.0,Hilarious,N/A,2120490
1727,Languages,4.0,0,2,4.0,Participation matters,N/A,2121678
1728,Mechanical,4.0,0,2,5.0,Amazing lectures,N/A,2122035
1729,Electrical,4.5,0,2,3.0,TEST HEAVY,N/A,2122972
1730,Business,2.0,0,2,4.8,Amazing lectures,N/A,2128098
1731,Accounting,3.5,1,2,4.5,Get ready to read,N/A,2128108
1732,Marketing,3.0,0,2,2.3,LOTS OF HOMEWORK,N/A,2128937
1733,Philosophy,3.5,1,2,4.0,Get ready to read,N/A,2130109
1734,Business,4.0,1,2,5.0,Inspirational,N/A,2130224
1735,Architecture,3.0,1,2,4.3,Gives good feedback,N/A,2131041
1736,Communication,3.5,0,2,3.8,Caring,N/A,2133367
1737,Mathematics,3.0,0,2,3.0,Tough Grader,N/A,2133441
1738,Mathematics,3.0,1,2,4.5,Clear grading criteria,N/A,2133511
1739,English,3.5,1,2,3.5,Gives good feedback,N/A,2137825
1740,Architecture,2.0,0,2,4.0,Gives good feedback,N/A,2142911
1741,Architecture,3.5,0,2,4.3,Gives good feedback,N/A,2142915
1742,Linguistics,3.5,0,2,4.3,Skip class You wont pass,N/A,2147474
1743,Mathematics,2.5,1,2,5.0,Skip class You wont pass,N/A,2150864
1744,Family,4.5,0,2,1.5,Tough Grader,N/A,2153495
1745,Film,4.0,1,2,5.0,Gives good feedback,N/A,2156709
1746,Communication,4.0,0,2,4.0,Gives good feedback,N/A,2158958
1747,Occupational,3.5,0,2,2.0,Get ready to read,N/A,2161726
1748,Gender,2.0,1,2,4.5,Get ready to read,N/A,2163151
1749,Mathematics,3.0,0,2,5.0,Amazing lectures,N/A,2163595
1750,Biology,3.5,1,2,5.0,LOTS OF HOMEWORK,N/A,2168252
1751,Biology,2.5,0,2,3.0,Amazing lectures,N/A,2168473
1752,Biology,3.5,0,2,3.0,LECTURE HEAVY,N/A,2169552
1753,Mathematics,4.0,0,2,3.0,LOTS OF HOMEWORK,N/A,2170965
1754,Computer,3.0,0,2,3.0,Respected,N/A,2173929
1755,Mathematics,5.0,0,2,1.0,,N/A,2178803
1756,Languages,4.0,0,2,1.5,Tough Grader,N/A,2179574
1757,Business,1.0,1,2,3.5,Caring,N/A,2181541
